level,doc_type,file,producer,printed_date,file_creation_date,gap_days
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_272_L1_producer_spoof_0163.pdf,JasperReports 6.20,2026-01-17,2026-07-03,167
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_117_L1_producer_spoof_0164.pdf,JasperReports 6.20,2026-05-23,2026-08-07,76
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_460_L1_producer_spoof_0165.pdf,MediSys LIS Report Writer 8.1.0,2025-11-17,2026-05-27,191
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_112_L1_producer_spoof_0166.pdf,Oracle BI Publisher 12.2.1,2026-05-25,2026-11-29,188
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_969_L1_producer_spoof_0167.pdf,JasperReports 6.20,2025-08-19,2026-05-06,260
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_534_L1_producer_spoof_0168.pdf,MediSys LIS Report Writer 8.1.0,2026-07-25,2027-01-18,177
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_988_L1_producer_spoof_0169.pdf,NimbusERP PDF Engine 4.2.7,2026-07-25,2026-10-08,75
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_868_L1_producer_spoof_0170.pdf,Oracle BI Publisher 12.2.1,2025-09-13,2026-03-01,169
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_111_L1_producer_spoof_0171.pdf,Oracle BI Publisher 12.2.1,2026-01-01,2026-08-31,242
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_076_L1_producer_spoof_0172.pdf,NimbusERP PDF Engine 4.2.7,2025-11-11,2026-04-02,142
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_152_L1_producer_spoof_0173.pdf,NimbusERP PDF Engine 4.2.7,2026-08-03,2026-11-03,92
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_640_L1_producer_spoof_0174.pdf,JasperReports 6.20,2025-08-15,2026-03-12,209
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_730_L1_producer_spoof_0175.pdf,MediSys LIS Report Writer 8.1.0,2026-05-08,2026-10-12,157
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_544_L1_producer_spoof_0176.pdf,MediSys LIS Report Writer 8.1.0,2025-09-13,2026-03-08,176
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_620_L1_producer_spoof_0177.pdf,Oracle BI Publisher 12.2.1,2026-01-15,2026-04-10,85
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_118_L1_producer_spoof_0178.pdf,JasperReports 6.20,2025-10-13,2026-05-27,226
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_739_L1_producer_spoof_0179.pdf,HRDesk Document Server 3.3.1,2025-10-13,2026-04-01,170
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_910_L1_producer_spoof_0180.pdf,HRDesk Document Server 3.3.1,2026-04-17,2026-09-29,165
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_848_L1_producer_spoof_0181.pdf,Oracle BI Publisher 12.2.1,2026-03-27,2026-09-05,162
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_748_L1_producer_spoof_0182.pdf,NimbusERP PDF Engine 4.2.7,2025-07-29,2025-12-16,140
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_321_L1_producer_spoof_0183.pdf,JasperReports 6.20,2026-03-28,2026-07-31,125
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_977_L1_producer_spoof_0184.pdf,HRDesk Document Server 3.3.1,2025-09-24,2026-05-17,235
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_069_L1_producer_spoof_0185.pdf,NimbusERP PDF Engine 4.2.7,2025-10-07,2026-07-06,272
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_096_L1_producer_spoof_0186.pdf,JasperReports 6.20,2026-06-10,2027-02-14,249
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_832_L1_producer_spoof_0187.pdf,HRDesk Document Server 3.3.1,2025-08-23,2026-03-13,202
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_601_L1_producer_spoof_0188.pdf,MediSys LIS Report Writer 8.1.0,2026-05-29,2027-01-15,231
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_421_L1_producer_spoof_0189.pdf,JasperReports 6.20,2025-09-09,2026-07-06,300
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_889_L1_producer_spoof_0190.pdf,JasperReports 6.20,2026-03-27,2026-06-08,73
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_615_L1_producer_spoof_0191.pdf,MediSys LIS Report Writer 8.1.0,2026-04-19,2026-09-16,150
L1_producer_spoof,invoice,forged_careful/L1_producer_spoof/invoices/invoice_592_L1_producer_spoof_0192.pdf,HRDesk Document Server 3.3.1,2025-09-08,2026-04-24,228
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_230_L1_producer_spoof_0193.pdf,NimbusERP PDF Engine 4.2.7,2025-09-21,2026-02-17,149
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_377_L1_producer_spoof_0194.pdf,NimbusERP PDF Engine 4.2.7,2026-03-01,2026-11-11,255
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_588_L1_producer_spoof_0195.pdf,HRDesk Document Server 3.3.1,2025-12-14,2026-09-06,266
L1_producer_spoof,letter,forged_careful/L1_producer_spoof/letters/letter_866_L1_producer_spoof_0196.pdf,iText 7.2.5,2026-07-26,2027-04-08,256
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_629_L1_producer_spoof_0197.pdf,JasperReports 6.20,2025-08-28,2026-04-09,224
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_027_L1_producer_spoof_0198.pdf,iText 7.2.5,2026-01-24,2026-11-17,297
L1_producer_spoof,medical,forged_careful/L1_producer_spoof/medicals/medical_850_L1_producer_spoof_0199.pdf,JasperReports 6.20,2026-01-29,2026-06-06,128
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_185_L2_date_spoof_0000.pdf,Canva,2026-04-29,2026-05-28,29
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_360_L2_date_spoof_0001.pdf,Microsoft® Word for Microsoft 365,2026-07-05,2026-07-10,5
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_580_L2_date_spoof_0002.pdf,Microsoft® Word for Microsoft 365,2026-03-10,2026-03-14,4
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_649_L2_date_spoof_0003.pdf,Microsoft® Word for Microsoft 365,2025-11-12,2025-11-14,2
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_544_L2_date_spoof_0004.pdf,LibreOffice 7.5,2025-09-13,2025-09-25,12
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_465_L2_date_spoof_0005.pdf,Canva,2025-11-16,2025-11-21,5
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_320_L2_date_spoof_0006.pdf,Canva,2026-01-15,2026-02-08,24
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_611_L2_date_spoof_0007.pdf,Microsoft® Word for Microsoft 365,2026-04-11,2026-05-09,28
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_160_L2_date_spoof_0008.pdf,iLovePDF,2026-06-29,2026-06-30,1
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_084_L2_date_spoof_0009.pdf,Canva,2025-11-19,2025-12-03,14
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_435_L2_date_spoof_0010.pdf,Skia/PDF m120,2026-05-26,2026-06-14,19
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_425_L2_date_spoof_0011.pdf,Canva,2026-02-27,2026-03-05,6
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_117_L2_date_spoof_0012.pdf,Canva,2026-05-23,2026-06-05,13
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_291_L2_date_spoof_0013.pdf,iLovePDF,2025-12-06,2025-12-21,15
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_684_L2_date_spoof_0014.pdf,Canva,2026-01-09,2026-01-10,1
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_405_L2_date_spoof_0015.pdf,Microsoft® Word for Microsoft 365,2026-04-27,2026-05-03,6
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_969_L2_date_spoof_0016.pdf,LibreOffice 7.5,2025-12-17,2026-01-10,24
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_783_L2_date_spoof_0017.pdf,Canva,2025-07-11,2025-07-14,3
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_510_L2_date_spoof_0018.pdf,LibreOffice 7.5,2026-02-10,2026-02-14,4
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_546_L2_date_spoof_0019.pdf,LibreOffice 7.5,2026-07-26,2026-08-11,16
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_854_L2_date_spoof_0020.pdf,Canva,2026-04-30,2026-05-02,2
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_883_L2_date_spoof_0021.pdf,Microsoft® Word for Microsoft 365,2026-07-09,2026-07-22,13
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_471_L2_date_spoof_0022.pdf,Canva,2025-08-26,2025-09-13,18
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_588_L2_date_spoof_0023.pdf,Skia/PDF m120,2025-12-14,2026-01-05,22
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_428_L2_date_spoof_0024.pdf,Canva,2025-09-22,2025-09-25,3
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_022_L2_date_spoof_0025.pdf,Canva,2026-05-16,2026-05-21,5
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_472_L2_date_spoof_0026.pdf,Canva,2025-09-24,2025-09-26,2
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_865_L2_date_spoof_0027.pdf,Microsoft® Word for Microsoft 365,2025-12-27,2026-01-03,7
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_604_L2_date_spoof_0028.pdf,Skia/PDF m120,2025-10-25,2025-11-10,16
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_406_L2_date_spoof_0029.pdf,Canva,2026-04-13,2026-04-20,7
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_798_L2_date_spoof_0030.pdf,LibreOffice 7.5,2026-03-29,2026-03-31,2
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_649_L2_date_spoof_0031.pdf,Microsoft® Word for Microsoft 365,2025-11-12,2025-11-28,16
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_199_L2_date_spoof_0032.pdf,Canva,2025-09-11,2025-09-22,11
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_982_L2_date_spoof_0033.pdf,LibreOffice 7.5,2025-09-13,2025-09-20,7
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_150_L2_date_spoof_0034.pdf,LibreOffice 7.5,2026-08-06,2026-08-25,19
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_779_L2_date_spoof_0035.pdf,LibreOffice 7.5,2026-06-17,2026-07-17,30
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_506_L2_date_spoof_0036.pdf,Skia/PDF m120,2026-03-23,2026-04-16,24
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_779_L2_date_spoof_0037.pdf,iLovePDF,2026-02-17,2026-03-03,14
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_947_L2_date_spoof_0038.pdf,iLovePDF,2025-08-26,2025-09-15,20
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_640_L2_date_spoof_0039.pdf,Canva,2025-12-11,2026-01-07,27
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_324_L2_date_spoof_0040.pdf,LibreOffice 7.5,2025-08-01,2025-08-15,14
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_481_L2_date_spoof_0041.pdf,Canva,2026-05-20,2026-06-14,25
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_606_L2_date_spoof_0042.pdf,Microsoft® Word for Microsoft 365,2026-06-12,2026-06-23,11
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_076_L2_date_spoof_0043.pdf,Canva,2026-02-02,2026-02-16,14
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_039_L2_date_spoof_0044.pdf,Microsoft® Word for Microsoft 365,2025-12-13,2025-12-24,11
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_079_L2_date_spoof_0045.pdf,Microsoft® Word for Microsoft 365,2026-04-17,2026-05-06,19
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_520_L2_date_spoof_0046.pdf,Skia/PDF m120,2025-07-28,2025-08-11,14
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_568_L2_date_spoof_0047.pdf,Microsoft® Word for Microsoft 365,2026-01-26,2026-02-09,14
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_668_L2_date_spoof_0048.pdf,LibreOffice 7.5,2025-09-08,2025-09-18,10
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_488_L2_date_spoof_0049.pdf,iLovePDF,2026-05-21,2026-05-25,4
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_462_L2_date_spoof_0050.pdf,Canva,2026-07-11,2026-08-02,22
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_517_L2_date_spoof_0051.pdf,Microsoft® Word for Microsoft 365,2025-09-05,2025-09-12,7
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_449_L2_date_spoof_0052.pdf,Skia/PDF m120,2026-07-27,2026-08-12,16
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_625_L2_date_spoof_0053.pdf,LibreOffice 7.5,2025-08-04,2025-08-15,11
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_940_L2_date_spoof_0054.pdf,Canva,2025-12-20,2026-01-01,12
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_794_L2_date_spoof_0055.pdf,Canva,2026-05-23,2026-06-13,21
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_054_L2_date_spoof_0056.pdf,Canva,2025-11-15,2025-11-17,2
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_097_L2_date_spoof_0057.pdf,iLovePDF,2025-11-10,2025-12-01,21
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_291_L2_date_spoof_0058.pdf,Canva,2025-07-25,2025-08-17,23
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_988_L2_date_spoof_0059.pdf,iLovePDF,2026-07-25,2026-08-21,27
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_342_L2_date_spoof_0060.pdf,LibreOffice 7.5,2026-03-14,2026-04-12,29
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_318_L2_date_spoof_0061.pdf,Skia/PDF m120,2025-10-26,2025-10-30,4
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_726_L2_date_spoof_0062.pdf,Microsoft® Word for Microsoft 365,2025-08-13,2025-08-22,9
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_386_L2_date_spoof_0063.pdf,Canva,2026-06-01,2026-06-27,26
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_687_L2_date_spoof_0064.pdf,iLovePDF,2026-02-13,2026-02-15,2
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_687_L2_date_spoof_0065.pdf,Skia/PDF m120,2026-02-03,2026-02-19,16
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_019_L2_date_spoof_0066.pdf,Canva,2026-04-09,2026-04-18,9
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_974_L2_date_spoof_0067.pdf,Skia/PDF m120,2025-07-30,2025-08-05,6
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_141_L2_date_spoof_0068.pdf,Canva,2026-06-06,2026-07-03,27
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_520_L2_date_spoof_0069.pdf,iLovePDF,2026-07-01,2026-07-02,1
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_345_L2_date_spoof_0070.pdf,iLovePDF,2026-06-10,2026-06-14,4
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_386_L2_date_spoof_0071.pdf,LibreOffice 7.5,2026-06-01,2026-06-06,5
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_852_L2_date_spoof_0072.pdf,iLovePDF,2025-09-14,2025-10-09,25
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_739_L2_date_spoof_0073.pdf,Skia/PDF m120,2026-01-02,2026-01-13,11
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_737_L2_date_spoof_0074.pdf,LibreOffice 7.5,2025-12-03,2025-12-17,14
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_292_L2_date_spoof_0075.pdf,Skia/PDF m120,2025-08-21,2025-08-28,7
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_245_L2_date_spoof_0076.pdf,Canva,2026-07-21,2026-08-20,30
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_926_L2_date_spoof_0077.pdf,LibreOffice 7.5,2025-08-02,2025-08-13,11
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_970_L2_date_spoof_0078.pdf,iLovePDF,2026-01-23,2026-02-06,14
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_788_L2_date_spoof_0079.pdf,Canva,2025-09-11,2025-10-05,24
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_515_L2_date_spoof_0080.pdf,iLovePDF,2026-06-20,2026-07-03,13
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_837_L2_date_spoof_0081.pdf,iLovePDF,2025-12-20,2025-12-24,4
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_054_L2_date_spoof_0082.pdf,Skia/PDF m120,2026-05-07,2026-06-03,27
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_568_L2_date_spoof_0083.pdf,Microsoft® Word for Microsoft 365,2025-08-30,2025-09-21,22
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_872_L2_date_spoof_0084.pdf,Microsoft® Word for Microsoft 365,2025-07-24,2025-08-02,9
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_782_L2_date_spoof_0085.pdf,Skia/PDF m120,2026-03-03,2026-03-31,28
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_151_L2_date_spoof_0086.pdf,Skia/PDF m120,2025-08-06,2025-08-08,2
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_837_L2_date_spoof_0087.pdf,Microsoft® Word for Microsoft 365,2025-12-20,2026-01-02,13
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_406_L2_date_spoof_0088.pdf,LibreOffice 7.5,2026-04-13,2026-04-25,12
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_384_L2_date_spoof_0089.pdf,Canva,2025-12-03,2026-01-01,29
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_860_L2_date_spoof_0090.pdf,Canva,2025-09-16,2025-10-11,25
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_141_L2_date_spoof_0091.pdf,Skia/PDF m120,2026-06-06,2026-06-28,22
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_778_L2_date_spoof_0092.pdf,Skia/PDF m120,2025-12-19,2026-01-07,19
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_928_L2_date_spoof_0093.pdf,Canva,2026-04-28,2026-05-04,6
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_562_L2_date_spoof_0094.pdf,iLovePDF,2026-08-08,2026-08-21,13
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_795_L2_date_spoof_0095.pdf,Canva,2025-08-29,2025-09-01,3
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_245_L2_date_spoof_0096.pdf,iLovePDF,2026-04-16,2026-04-30,14
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_114_L2_date_spoof_0097.pdf,iLovePDF,2026-01-20,2026-01-20,0
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_528_L2_date_spoof_0098.pdf,iLovePDF,2026-06-15,2026-06-22,7
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_148_L2_date_spoof_0099.pdf,Canva,2025-12-17,2025-12-30,13
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_630_L2_date_spoof_0100.pdf,iLovePDF,2025-07-20,2025-08-02,13
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_681_L2_date_spoof_0101.pdf,iLovePDF,2026-07-18,2026-07-29,11
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_977_L2_date_spoof_0102.pdf,iLovePDF,2025-07-21,2025-08-15,25
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_568_L2_date_spoof_0103.pdf,Microsoft® Word for Microsoft 365,2026-01-26,2026-02-07,12
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_045_L2_date_spoof_0104.pdf,Skia/PDF m120,2025-10-14,2025-10-25,11
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_766_L2_date_spoof_0105.pdf,Microsoft® Word for Microsoft 365,2026-07-15,2026-07-26,11
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_354_L2_date_spoof_0106.pdf,Microsoft® Word for Microsoft 365,2026-07-16,2026-08-09,24
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_753_L2_date_spoof_0107.pdf,Canva,2025-09-11,2025-09-15,4
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_361_L2_date_spoof_0108.pdf,LibreOffice 7.5,2026-06-27,2026-07-23,26
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_476_L2_date_spoof_0109.pdf,Skia/PDF m120,2025-07-15,2025-08-04,20
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_831_L2_date_spoof_0110.pdf,Skia/PDF m120,2025-11-26,2025-11-27,1
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_207_L2_date_spoof_0111.pdf,Microsoft® Word for Microsoft 365,2025-09-01,2025-09-26,25
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_908_L2_date_spoof_0112.pdf,Canva,2025-10-11,2025-10-27,16
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_835_L2_date_spoof_0113.pdf,iLovePDF,2025-11-12,2025-11-27,15
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_038_L2_date_spoof_0114.pdf,LibreOffice 7.5,2026-01-28,2026-02-06,9
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_883_L2_date_spoof_0115.pdf,Microsoft® Word for Microsoft 365,2026-07-09,2026-08-05,27
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_340_L2_date_spoof_0116.pdf,Canva,2026-07-06,2026-07-09,3
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_448_L2_date_spoof_0117.pdf,Skia/PDF m120,2025-11-12,2025-12-05,23
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_917_L2_date_spoof_0118.pdf,Skia/PDF m120,2026-07-29,2026-08-08,10
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_509_L2_date_spoof_0119.pdf,Canva,2026-03-07,2026-04-05,29
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_274_L2_date_spoof_0120.pdf,Microsoft® Word for Microsoft 365,2026-08-07,2026-08-30,23
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_081_L2_date_spoof_0121.pdf,Skia/PDF m120,2025-11-27,2025-12-16,19
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_559_L2_date_spoof_0122.pdf,Microsoft® Word for Microsoft 365,2026-05-29,2026-05-31,2
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_677_L2_date_spoof_0123.pdf,Canva,2026-07-24,2026-08-02,9
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_618_L2_date_spoof_0124.pdf,Skia/PDF m120,2026-07-22,2026-07-27,5
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_455_L2_date_spoof_0125.pdf,Canva,2026-06-04,2026-06-18,14
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_745_L2_date_spoof_0126.pdf,Skia/PDF m120,2025-12-24,2026-01-01,8
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_811_L2_date_spoof_0127.pdf,Microsoft® Word for Microsoft 365,2026-01-30,2026-02-01,2
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_653_L2_date_spoof_0128.pdf,Skia/PDF m120,2025-07-27,2025-08-07,11
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_821_L2_date_spoof_0129.pdf,LibreOffice 7.5,2025-10-28,2025-11-27,30
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_147_L2_date_spoof_0130.pdf,Skia/PDF m120,2026-04-08,2026-04-09,1
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_069_L2_date_spoof_0131.pdf,Canva,2025-08-29,2025-09-09,11
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_973_L2_date_spoof_0132.pdf,iLovePDF,2025-10-24,2025-10-25,1
L2_date_spoof,medical,forged_careful/L2_date_spoof/medicals/medical_158_L2_date_spoof_0133.pdf,Skia/PDF m120,2026-04-30,2026-05-30,30
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_381_L2_date_spoof_0134.pdf,Skia/PDF m120,2025-11-30,2025-12-24,24
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_588_L2_date_spoof_0135.pdf,Canva,2026-02-05,2026-02-17,12
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_666_L2_date_spoof_0136.pdf,Canva,2025-12-10,2025-12-17,7
L2_date_spoof,invoice,forged_careful/L2_date_spoof/invoices/invoice_027_L2_date_spoof_0137.pdf,Skia/PDF m120,2026-01-20,2026-02-05,16
L2_date_spoof,letter,forged_careful/L2_date_spoof/letters/letter_936_L2_date_spoof_0138.pdf,iLovePDF,2026-05-17,2026-05-20,3
