file,genre,status,words,ocr_conf,tamper_px_pct,tamper_bbox_pct,width,height
2048356469,letter,ocr_below_gate,62,50.3,0.4351,11.669,832,1000
2063235035,letter,ok,113,80.7,0.1475,2.114,754,1000
2064941763_1765,letter,ok,208,90.2,0.4403,14.033,802,1000
2065180479_0480,letter,ok,329,91.0,0.4074,22.967,802,1000
2065418675,letter,ok,88,81.0,0.4495,10.938,754,1000
2065494946_4949,letter,ok,317,83.3,0.3589,17.082,754,1000
2070261137,letter,ok,191,81.8,0.4121,4.958,754,1000
2072570954,letter,ocr_below_gate,32,38.0,0.3183,4.151,754,1000
2084384404_4405,letter,ok,218,88.4,0.2747,11.152,754,1000
2085365349,letter,ok,285,82.4,0.4008,15.183,754,1000
2505445324,letter,ok,113,68.2,0.1629,2.131,754,1000
50020207,letter,ok,117,85.5,0.2643,1.902,798,1000
500255726,letter,ok,154,84.5,0.2266,9.624,787,1000
50033143,letter,ok,93,66.5,0.2307,3.497,785,1000
500413987+-3987,letter,ok,260,85.1,1.0168,24.375,754,1000
50045595,letter,ok,64,86.0,0.296,0.694,821,1000
500540601,letter,ok,73,72.0,0.3711,2.971,788,1000
500815144,letter,ok,120,89.3,0.2798,3.789,779,1000
500845588_500845589,letter,ok,197,86.7,0.2013,7.424,771,1000
500904582,letter,ok,263,58.8,0.1555,6.497,771,1000
50094919-4919,letter,ok,268,91.0,0.7951,15.307,754,1000
501109644,letter,ok,238,87.7,0.2735,0.814,782,1000
501163645_501163648,letter,ok,317,89.0,0.6179,11.677,741,1000
501288733+-8738,letter,ok,117,67.2,0.1759,3.475,754,1000
50130208-0208,letter,ok,120,86.0,0.2561,2.441,754,1000
501359545,letter,ok,203,86.0,0.7022,10.897,771,1000
501373719,letter,ok,104,86.5,0.2534,1.286,777,1000
50146815-6815,letter,ok,218,89.9,0.308,3.513,754,1000
501522185_501522186,letter,ok,264,89.2,0.734,27.695,782,1000
50185221-5221,letter,ok,72,88.3,0.4414,2.072,754,1000
50189128-9128,letter,ok,97,86.8,0.3011,2.483,754,1000
501999230,letter,ok,89,72.8,0.2612,1.662,781,1000
50221525-1526,letter,ok,406,90.5,0.5886,23.753,754,1000
502233354+-3354,letter,ok,54,78.1,0.0711,0.164,754,1000
502296116+-6116,letter,ok,152,89.4,0.587,10.1,754,1000
502379161_502379164,letter,ok,297,70.3,0.951,10.933,767,1000
502420223,letter,ok,90,82.5,0.446,14.287,766,1000
50269112-9114,letter,ok,207,81.2,0.6611,10.579,754,1000
50271119-1120,letter,ok,286,85.9,0.9853,18.765,754,1000
503065061_503065066,letter,ok,221,92.2,0.7971,24.607,782,1000
503150345+-0346,letter,ok,368,91.6,1.2138,33.794,754,1000
50315897-5898,letter,ok,58,88.1,0.2466,4.588,754,1000
503750257,letter,ok,203,81.8,0.4327,19.392,786,1000
504020937+-0937,letter,ok,63,77.2,0.3041,0.714,754,1000
50409554-9554,letter,ok,106,87.9,0.3963,2.873,754,1000
504189809,letter,ok,320,85.6,3.7428,27.387,771,1000
504210014,letter,ok,109,64.5,0.3796,15.751,771,1000
504363343_504363345,letter,ok,311,89.7,0.6346,13.15,786,1000
504417903_504417905,letter,ok,292,92.1,0.6665,22.728,786,1000
50453544-3544,letter,ok,101,86.5,0.5419,4.161,754,1000
50463616-3616,letter,ok,123,83.5,0.3383,5.523,754,1000
504866904,letter,ok,423,92.5,0.5159,7.688,793,1000
50528389-8389,letter,ok,230,87.3,0.5134,14.628,754,1000
505312479_505312480,letter,ok,192,87.1,0.4782,21.473,763,1000
50540937-0937,letter,ok,282,87.2,0.6313,7.58,754,1000
50554811-4811,letter,ok,149,83.7,0.3264,5.133,754,1000
505552416,letter,ok,72,72.4,0.1798,0.402,781,1000
505709083+-9083,letter,ok,71,64.5,0.0676,0.244,754,1000
506086239_506086240,letter,ocr_below_gate,19,74.3,0.0737,0.153,795,1000
506144679_506144681,letter,ok,360,85.9,0.8788,35.782,783,1000
50649346-9347,letter,ok,141,81.8,0.3573,8.869,754,1000
50661961-1961,letter,ok,309,85.5,0.8942,21.503,754,1000
506681748+-1748,letter,ok,101,81.8,0.2805,26.85,754,1000
506733702,letter,ok,113,89.9,0.5335,5.497,790,1000
506996019,letter,ok,327,92.6,1.2268,24.955,779,1000
507066741,letter,ok,105,85.6,0.2069,1.524,788,1000
507208232,letter,ok,84,75.6,0.3323,3.968,775,1000
507460808_507460809,letter,ok,178,68.5,0.3303,16.542,778,1000
507619830_507619831,letter,ok,364,74.0,0.3338,19.081,777,1000
507619875,letter,ok,162,82.9,0.294,3.038,777,1000
507629354,letter,ok,266,61.7,0.4923,22.815,778,1000
507961107+-1107,letter,ok,102,90.0,0.4829,8.78,754,1000
508452624,letter,ok,122,84.4,0.2205,1.635,771,1000
508559977,letter,ok,447,92.1,1.5818,52.371,779,1000
508760788,letter,ok,322,74.1,0.7193,8.28,813,1000
508935322,letter,ok,315,84.5,0.7279,45.078,788,1000
509427574+-7577,letter,ok,102,75.3,0.2259,2.941,754,1000
509646836+-6836,letter,ok,156,87.8,0.1759,1.444,754,1000
511044820,letter,ok,169,83.6,0.572,15.043,775,1000
511460918+-0918,letter,ok,144,75.6,0.6588,13.248,754,1000
511639940+-9941,letter,ok,172,88.5,0.6859,9.35,754,1000
512293865,letter,ocr_below_gate,116,44.3,0.267,22.023,778,1000
512560073+-0073,letter,ok,212,78.2,2.0321,22.652,754,1000
512628884,letter,ok,278,90.3,0.7698,27.565,771,1000
514756944+-6944,letter,ok,191,77.1,0.3211,24.422,754,1000
514766512+-6514,letter,ok,270,85.8,0.696,27.415,754,1000
514790163,letter,ok,94,80.1,0.6506,5.006,776,1000
515662234_515662237,letter,ok,205,85.4,0.6031,11.516,775,1000
516015487+-5487,letter,ok,206,89.7,0.8885,11.982,754,1000
516550039+-0041,letter,ok,237,88.2,0.4955,17.594,754,1000
518203509_518203510,letter,ok,104,76.4,0.9603,3.985,790,1000
518334135+-4135,letter,ok,184,73.6,0.6435,24.08,754,1000
518931222+-1222,letter,ok,182,83.5,0.3899,6.349,754,1000
518931978+-1978,letter,ok,270,70.8,0.0597,20.297,754,1000
519785808+-5810,letter,ok,214,83.1,0.5863,7.766,754,1000
520547211+-7214,letter,ok,258,91.2,0.6451,11.352,754,1000
521185508+-5509,letter,unaligned_or_identical,0,0.0,0.0,0.0,0,0
522662080+-2080,letter,ok,77,76.7,0.111,0.202,754,1000
527838121+-8121,letter,ocr_below_gate,23,76.3,0.0515,0.121,754,1000
528345909+-5909,letter,ok,228,90.6,0.5821,8.212,754,1000
528808024+-8024,letter,ok,214,82.4,0.1629,0.327,754,1000
60018957,letter,ok,421,92.2,0.5135,7.882,817,1000
60025120_60025122,letter,ok,282,89.9,0.5203,6.012,804,1000
70012383-2383,letter,ok,95,76.7,0.2288,1.961,754,1000
70012825-2825,letter,ok,231,89.4,0.7216,11.814,754,1000
71121211,letter,ok,279,60.5,0.4529,3.808,762,1000
714556,letter,ok,202,83.5,0.4125,14.913,762,1000
71934306,letter,ok,273,84.3,0.5378,7.449,762,1000
71954264,letter,ok,180,84.9,0.2534,4.52,762,1000
81867414,letter,ok,110,89.1,0.2465,4.027,802,1000
83584930,letter,ok,130,75.1,0.2796,1.495,754,1000
85669187_85669188,letter,ok,188,73.7,7.4113,96.331,772,1000
85670661,letter,ok,122,79.6,0.2975,3.988,754,1000
88182093,letter,ok,156,85.2,0.3705,7.212,772,1000
91574528,letter,ok,154,78.0,0.5322,6.345,754,1000
91823041_91823042,letter,ok,87,80.9,0.1697,0.424,776,1000
91880685,letter,ok,190,87.9,0.5124,9.677,788,1000
92324150,letter,ok,161,84.0,0.9008,7.798,754,1000
92324851,letter,ok,129,83.6,0.4834,1.421,754,1000
92765755_92765756,letter,ok,211,92.2,0.7927,6.257,809,1000
93791762_93791763,letter,ok,280,88.9,0.5383,9.082,780,1000
95680746,letter,ok,468,84.0,2.6398,30.793,754,1000
96184957_4958,letter,ok,321,86.2,1.0927,27.451,754,1000
CTRSP-FILES014780-47,letter,ok,77,65.2,0.0491,0.121,754,1000
CTRSP-FILES015122-51,letter,ok,163,91.0,0.4145,8.414,754,1000
ti13701696,letter,ok,84,78.9,0.1463,2.145,754,1000
tob07506.69,letter,ok,138,95.0,0.162,5.179,772,1000
tob08625.41,letter,ok,143,88.8,0.2761,8.248,781,1000
tob12726.05,letter,unaligned_or_identical,0,0.0,0.0,0.0,0,0
ton03400.89,letter,ok,149,88.8,0.3407,9.796,781,1000
0000018957,memo,ok,192,69.6,0.1916,0.469,762,1000
0000041346,memo,ok,67,72.5,0.2654,11.01,762,1000
0000066230,memo,ok,217,89.8,0.3637,32.227,769,1000
0000358912,memo,ocr_below_gate,7,20.9,0.2923,0.685,762,1000
0000861366,memo,ocr_below_gate,71,37.5,0.2767,0.859,771,1000
0000942319,memo,ok,316,84.1,2.8312,23.44,762,1000
0000945035,memo,ok,254,73.7,0.2217,5.341,762,1000
0001230809,memo,ok,182,57.2,0.1533,0.511,762,1000
0001235477,memo,ocr_below_gate,0,0.0,0.2673,3.781,762,1000
0001239171,memo,ok,191,62.3,0.3846,5.288,762,1000
0001245076,memo,ocr_below_gate,73,38.9,0.2622,11.04,762,1000
0001446061,memo,ocr_below_gate,30,53.7,0.1076,0.361,775,1000
0001450997,memo,ok,116,71.1,0.1592,12.45,762,1000
0001455550,memo,ok,185,86.6,0.5039,20.636,762,1000
0001459869,memo,ok,337,83.3,0.6879,33.49,762,1000
0001460963,memo,ok,191,88.7,0.1613,13.11,762,1000
0011834250,memo,ok,185,84.3,0.3917,5.957,762,1000
0011905408,memo,ok,97,69.7,0.4236,4.455,762,1000
0011910127,memo,ok,145,79.0,0.279,18.356,762,1000
0011914041,memo,ocr_below_gate,156,25.5,0.3185,25.648,762,1000
0011916266,memo,ok,187,82.5,0.3857,18.509,762,1000
0011934079,memo,ok,272,60.8,0.4203,19.289,762,1000
0012182647,memo,ok,122,72.5,0.3483,29.301,762,1000
0012189284,memo,ok,210,86.2,0.3499,28.086,780,1000
0012190486,memo,ok,225,81.8,0.8017,20.565,762,1000
0012229680,memo,ok,283,66.0,0.4113,32.33,762,1000
0012286839,memo,ok,277,85.4,1.7219,39.538,780,1000
0013001762,memo,ok,260,82.8,0.3301,14.106,762,1000
0013403839,memo,ok,121,82.3,0.2866,11.337,762,1000
0013502467,memo,ok,212,88.7,0.3224,6.124,762,1000
0055502471,memo,ok,112,64.9,0.8161,2.311,700,1000
0060008570,memo,ok,244,75.1,0.3357,5.341,762,1000
0060009845,memo,ok,307,88.7,0.6224,10.517,762,1000
0060012166,memo,ok,199,81.0,0.7675,13.705,762,1000
0060013262,memo,ok,201,72.0,0.4251,6.883,762,1000
0060014215,memo,ok,169,78.6,0.1584,0.353,762,1000
0060014843,memo,ok,251,87.9,0.8319,15.055,762,1000
0060094186,memo,ok,250,91.6,1.5604,27.985,762,1000
0060109015,memo,ok,195,78.3,0.5362,21.015,762,1000
0060122720,memo,ok,159,69.2,0.2612,4.613,762,1000
0060123781,memo,ok,228,86.0,0.4558,6.742,762,1000
0060123835,memo,ok,199,90.7,0.5979,21.155,762,1000
0060139095,memo,ok,270,87.6,0.3227,4.833,762,1000
0060142651,memo,ok,97,79.0,0.2488,4.376,762,1000
0060146003,memo,ok,82,81.9,0.4169,12.321,762,1000
0060159247,memo,ok,116,78.2,0.8895,33.043,762,1000
0060165376,memo,ok,116,71.0,0.1743,0.798,762,1000
0060173666,memo,ok,407,66.7,3.9005,23.344,762,1000
0060198183,memo,ok,254,80.9,0.9446,34.767,762,1000
0060243529,memo,ok,183,84.4,0.6614,11.073,762,1000
0060274988,memo,ok,351,85.5,1.5118,13.305,762,1000
0060281077,memo,ok,248,86.5,0.6062,19.532,762,1000
0060298297,memo,ok,103,85.1,0.319,2.465,762,1000
0060315216,memo,ok,151,61.0,0.219,5.934,762,1000
0060318545,memo,ok,252,83.3,0.6455,30.949,762,1000
0071017907,memo,ok,164,86.6,0.4151,7.81,762,1000
0071032459,memo,ok,428,85.3,1.0297,39.148,762,1000
0071037873,memo,ok,107,80.2,0.4514,8.451,762,1000
0071041860,memo,ok,253,86.5,0.7193,23.103,762,1000
0071063349,memo,ok,120,80.8,0.4171,11.009,762,1000
0071064529,memo,ok,145,74.3,0.5328,8.265,762,1000
01090483_01090484,memo,ok,252,92.5,0.5083,27.852,771,1000
01331537,memo,ok,50,82.9,0.126,0.291,768,1000
03561681,memo,ok,248,85.7,0.5454,26.742,767,1000
1000228054,memo,ok,301,81.5,0.2308,3.25,777,1000
1000262703,memo,ok,61,78.1,0.1755,0.373,777,1000
1000292770,memo,ok,163,80.1,0.4269,22.128,777,1000
1000298196,memo,ok,224,87.6,0.7158,6.48,777,1000
1000371667,memo,ok,237,68.0,0.2107,2.867,777,1000
1001818867,memo,ok,186,83.2,0.443,11.355,777,1000
1001882141,memo,ok,295,78.5,0.5109,16.865,777,1000
1001887561,memo,ok,318,78.7,0.3837,26.66,777,1000
1001904375,memo,ocr_below_gate,211,50.9,0.4458,23.423,777,1000
1001911440,memo,ok,144,79.9,0.4093,16.626,777,1000
10021981,memo,ocr_below_gate,33,23.2,0.3307,2.444,772,1000
1002636327,memo,ok,310,87.0,0.5426,14.624,777,1000
1003396731,memo,ok,138,66.1,0.5042,19.853,777,1000
1003714448,memo,ok,75,67.2,0.2573,8.671,777,1000
12328549,memo,ok,140,89.1,0.5441,8.16,762,1000
12812969,memo,ok,180,80.2,0.0996,0.99,762,1000
2000327920,memo,ok,193,85.9,0.5503,21.526,780,1000
2000755473,memo,ok,229,74.8,0.8524,20.391,777,1000
2020135311,memo,ok,281,89.4,0.3562,16.326,777,1000
2020387253,memo,ok,92,78.3,0.2589,3.95,777,1000
2021210498,memo,ok,273,85.6,0.5883,30.25,777,1000
2021310220,memo,ok,191,86.3,0.2849,24.215,777,1000
2021323606,memo,ok,53,77.9,0.1246,0.22,777,1000
2021387740_2021387753,memo,ok,347,88.9,0.6384,21.042,777,1000
2021400203,memo,ok,315,85.0,0.5655,9.434,754,1000
2022144888,memo,ok,224,84.9,0.4156,4.322,777,1000
2022199103_2022199110,memo,ok,215,85.4,0.4797,23.018,777,1000
2022915002,memo,ok,183,73.9,0.4144,8.303,790,1000
2023192632,memo,ok,327,85.1,0.8674,23.445,777,1000
2023954598,memo,ocr_below_gate,75,37.9,0.4347,5.308,754,1000
2023954954,memo,ok,137,83.4,0.6149,9.522,777,1000
2024103065,memo,ok,216,92.7,0.6913,10.404,785,1000
2024260288_2024260299,memo,ok,220,87.6,0.6143,38.263,777,1000
2024951320,memo,ok,84,85.9,0.3647,2.797,777,1000
2025863358,memo,ok,229,85.5,0.5557,21.532,777,1000
2028579040_9041,memo,ok,361,85.0,0.9767,25.415,754,1000
2029116533,memo,ok,151,74.6,0.3704,3.198,754,1000
2040417143_2040417144,memo,ok,412,90.1,1.3667,23.533,810,1000
2040932371,memo,ok,274,91.1,1.0025,16.377,848,1000
2041724145,memo,ok,161,79.7,0.587,14.6,830,1000
2041796464_2041796500,memo,ok,214,84.7,12.9708,90.619,777,1000
2043206781_6783,memo,ok,442,87.8,1.6239,32.031,754,1000
2043790202_2043790203,memo,ok,298,92.9,0.4382,14.174,778,1000
2046007917_2046007918,memo,ok,320,93.2,0.8778,28.664,793,1000
2046287756_7758,memo,ok,228,73.3,0.6869,7.923,754,1000
2047416104,memo,ocr_below_gate,276,47.7,0.17,16.671,777,1000
2047864938,memo,ok,356,94.2,0.9377,23.934,794,1000
2049004986,memo,ok,78,83.8,0.1055,0.335,784,1000
2049345925,memo,ok,337,85.9,0.5656,21.461,776,1000
2054527142,memo,ok,200,91.3,0.2274,9.839,792,1000
2063073468_2063073469,memo,ok,211,83.3,0.7869,1.293,786,1000
2065561566_1567,memo,ok,406,90.8,0.7631,20.23,754,1000
2070688893,memo,ok,63,79.9,0.2438,0.546,754,1000
2072254946,memo,ok,70,85.7,0.0967,0.176,754,1000
2073620583_0584,memo,ok,359,93.2,11.1289,83.098,754,1000
2073846549_6552,memo,ok,141,87.9,0.55,4.687,754,1000
2076727459,memo,ok,209,82.7,0.9183,13.572,754,1000
2077459439_9442,memo,ok,280,75.9,0.4111,0.871,754,1000
2078023348,memo,ok,86,81.4,0.1592,0.316,754,1000
2080192488_2489,memo,ok,300,89.5,0.5293,11.497,754,1000
2081149382,memo,ok,203,88.5,0.518,4.979,754,1000
2084082598,memo,ocr_below_gate,82,52.9,0.3985,12.452,754,1000
24011264,memo,ok,40,76.8,0.2756,9.609,782,1000
2504040564_2504040566,memo,ok,248,91.3,1.0184,15.888,752,1000
2505106979,memo,ok,114,90.2,0.1836,0.482,754,1000
40011466-1466,memo,ok,143,83.9,0.2156,9.519,754,1000
50096409-6410,memo,ocr_below_gate,9,83.5,0.2066,0.494,754,1000
50109215-9215,memo,ok,326,88.0,0.8572,25.353,754,1000
50112894-2894,memo,ok,202,84.6,0.9098,18.707,754,1000
50140939-0939,memo,ok,42,85.4,0.1755,4.224,754,1000
50141926-1926,memo,ok,48,81.7,0.2133,4.525,754,1000
50151245-1245,memo,ok,145,86.7,0.3375,20.55,754,1000
50275320-5320,memo,ok,121,76.6,0.3322,12.109,754,1000
50420835-0835,memo,ok,133,85.4,0.6496,19.754,754,1000
50502972-2972,memo,ok,150,85.8,0.6752,18.198,754,1000
50650909-0909,memo,ok,61,60.6,0.3954,18.221,754,1000
613347,memo,ok,181,88.8,0.2486,8.731,762,1000
82340750,memo,ok,213,89.2,1.0906,22.189,754,1000
82569960_9967,memo,ok,94,85.2,0.3907,3.004,754,1000
82918358_82918362,memo,ok,188,79.4,0.4574,4.411,777,1000
83545660,memo,ok,80,89.0,0.3667,2.083,754,1000
85282788,memo,ok,214,76.0,0.6452,46.285,754,1000
86387756_7759,memo,ok,134,82.6,0.516,31.323,754,1000
87678788,memo,ok,329,89.8,0.8266,24.727,766,1000
87858147_87858153,memo,ok,235,89.4,0.6925,26.547,777,1000
88116534_88116536,memo,ok,307,90.3,0.8926,24.38,774,1000
89086479,memo,ok,162,77.6,0.3306,2.249,777,1000
89088278,memo,ok,183,82.8,1.03,8.703,776,1000
89836751_89836752,memo,ok,210,78.5,0.471,5.827,772,1000
91751847-a_91751849,memo,ok,277,82.6,0.5067,20.859,796,1000
93220979,memo,ok,58,81.3,0.099,0.199,768,1000
94000223_0224,memo,ok,198,74.7,0.6316,25.938,754,1000
94375002,memo,ok,112,85.4,0.2116,0.512,779,1000
94379557,memo,ok,251,88.5,0.5093,8.213,762,1000
95886177_6181,memo,ok,174,85.3,0.2548,6.234,754,1000
96087771_7774,memo,ok,204,87.7,1.3178,16.21,754,1000
96678543,memo,ok,49,75.5,0.3796,4.222,754,1000
98859235_9248,memo,ok,304,81.5,0.4158,19.175,754,1000
99392336_2337,memo,ok,279,89.9,0.7875,32.167,802,1000
corti0013980_3981,memo,ok,336,77.8,0.5265,21.317,754,1000
thkp0010975_0977,memo,ok,94,87.0,0.3619,2.464,754,1000
ti07560773_0775,memo,ok,270,78.3,0.7516,33.481,754,1000
tnwl0014851,memo,ok,44,64.1,0.0785,0.132,754,1000
tnwl0026480,memo,ocr_below_gate,12,66.4,0.1389,0.468,754,1000
tob04113.49_tob04113.53,memo,ok,368,92.1,1.215,28.963,779,1000
tob08616.06_tob08616.07,memo,ok,315,93.6,1.1742,27.513,787,1000
tob15621.77,memo,ok,173,93.6,0.6996,13.323,760,1000
tob18818.43_tob18818.44,memo,ok,368,87.7,2.1758,13.677,789,1000
tob19019.51,memo,ok,181,92.7,0.5374,13.398,800,1000
0000949066,scientific_report,ok,153,80.5,0.5815,8.743,762,1000
0001076990,scientific_report,ok,173,83.7,0.5293,22.067,762,1000
00060713,scientific_report,ok,185,75.7,0.1394,4.182,777,1000
00073440_00073443,scientific_report,ok,291,84.7,0.7429,20.715,773,1000
0011747977,scientific_report,ok,115,72.5,0.0818,0.178,762,1000
00480124_0126,scientific_report,ok,189,90.8,0.5899,21.196,754,1000
00966316,scientific_report,ok,261,82.0,1.2712,45.165,754,1000
03761798_1801,scientific_report,ok,355,92.8,1.1365,44.067,802,1000
1000050612_1000050617,scientific_report,ok,216,81.2,0.6444,21.074,777,1000
1001808905_1001808906,scientific_report,ok,184,89.8,0.5655,25.319,777,1000
1003189443_1003189463,scientific_report,ok,129,61.2,0.391,5.958,777,1000
10134341_10134343,scientific_report,ok,139,82.9,0.5592,14.704,772,1000
11003055_11003075,scientific_report,ok,117,83.4,0.3866,3.959,771,1000
11305980_11305986,scientific_report,ok,389,87.8,0.535,27.771,771,1000
2015040986,scientific_report,ok,181,90.9,0.329,10.333,777,1000
2020135296_2020135309,scientific_report,ocr_below_gate,119,34.9,0.3377,23.129,777,1000
2020136311_2020136312,scientific_report,ok,426,92.7,0.3879,15.64,777,1000
2021584986_2021584993,scientific_report,ok,413,92.8,0.8004,36.473,777,1000
2022149404,scientific_report,ok,63,89.4,0.1717,0.951,777,1000
2022164327,scientific_report,ok,237,93.4,0.6427,18.09,777,1000
2022167953_2022167954,scientific_report,ok,64,61.2,0.1237,0.344,777,1000
2022208753_2022208755,scientific_report,ok,275,91.4,0.5422,24.158,763,1000
2023046863_2023046905,scientific_report,ocr_below_gate,242,43.9,0.1475,1.982,777,1000
2023189500,scientific_report,ok,292,56.9,0.1507,16.167,777,1000
2023536317_2023536325,scientific_report,ok,217,88.0,0.8874,2.27,777,1000
2023956839,scientific_report,ok,197,75.8,0.2542,6.142,777,1000
2024313063_2024313066,scientific_report,ocr_below_gate,47,38.7,0.3434,2.286,777,1000
2024316247,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2024440072_2024440077,scientific_report,ok,73,83.4,0.0969,0.224,777,1000
2024440363_2024440368,scientific_report,ok,78,80.2,0.1189,0.256,777,1000
2024494648-a,scientific_report,ok,168,67.2,0.4538,5.316,777,1000
2024835211,scientific_report,ocr_below_gate,225,36.4,0.8501,7.649,777,1000
2024841777,scientific_report,ok,338,89.1,0.9555,26.583,777,1000
2024966076_2024966086,scientific_report,ok,469,88.5,0.9001,38.227,777,1000
2024987437_2024987442,scientific_report,ok,380,70.7,0.7936,39.008,777,1000
2025491751_2025491759,scientific_report,ok,85,75.0,0.3493,5.651,777,1000
2025820935_2025820950,scientific_report,ok,525,91.3,0.7888,43.784,777,1000
2028381373,scientific_report,ok,370,90.6,1.0033,32.852,777,1000
2028452597_2028452622,scientific_report,ok,56,79.7,0.2125,0.564,777,1000
2028464707_2028464711,scientific_report,ok,222,89.2,0.5483,11.538,777,1000
2028523139_2028523145,scientific_report,ok,161,88.9,0.9051,16.813,777,1000
2028619629_2028619630,scientific_report,ok,292,91.6,0.8274,32.24,777,1000
2028706828_2028706844,scientific_report,ok,280,81.4,0.9511,27.427,777,1000
2028723891_2028723894,scientific_report,ok,200,64.0,0.7976,24.235,777,1000
2028832712,scientific_report,ok,97,69.6,0.187,0.333,777,1000
2028836214,scientific_report,ok,34,61.9,0.1658,12.644,777,1000
2028873827,scientific_report,ok,133,72.0,0.2375,1.47,777,1000
2028875467_2028875469,scientific_report,ok,137,71.4,0.2108,0.601,777,1000
2028896921-a_2028896928,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2028904857,scientific_report,ok,63,80.5,0.269,6.747,777,1000
2028964546_2028964698,scientific_report,ok,45,79.4,0.1797,3.184,777,1000
2028989314,scientific_report,ocr_below_gate,152,31.3,0.4201,46.92,780,1000
2028998206,scientific_report,ok,76,59.3,0.2234,7.505,777,1000
2029017068,scientific_report,ok,205,78.1,0.3777,23.795,777,1000
2029028944_2029028970,scientific_report,ok,106,77.7,0.3714,4.892,784,1000
2029118961_2029118969,scientific_report,ok,204,88.7,0.5862,22.291,777,1000
2029189768_2029189776,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2029210214,scientific_report,ok,50,70.2,0.1302,0.263,789,1000
2029253433,scientific_report,ok,315,92.6,0.636,11.352,777,1000
2029259356,scientific_report,ok,129,92.0,0.4979,7.806,777,1000
2030575775_2030575776,scientific_report,ok,166,62.5,0.5303,30.07,773,1000
2040013366,scientific_report,ok,119,80.5,0.2442,3.798,754,1000
2050056092_2050056097,scientific_report,ocr_below_gate,75,50.2,0.2021,25.503,774,1000
2050282936,scientific_report,ok,179,71.1,0.3632,2.112,786,1000
2050312837_2050312881,scientific_report,ocr_below_gate,95,34.9,0.6075,21.875,810,1000
2050861639,scientific_report,ok,189,91.8,0.7463,22.105,777,1000
2050920925_2050920968,scientific_report,ok,50,59.3,0.4381,5.819,824,1000
2051028324,scientific_report,ok,374,95.2,0.8647,27.919,795,1000
2051036948_6953,scientific_report,ok,109,79.3,0.2048,7.981,754,1000
2051645686_2051645691,scientific_report,ok,451,92.8,0.6927,40.935,782,1000
2051993780_3785,scientific_report,ocr_below_gate,169,44.3,0.7484,3.645,754,1000
2055663697,scientific_report,ok,70,73.7,0.113,0.463,852,1000
2056293125,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2056468151_8152,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2056645649,scientific_report,ocr_below_gate,434,44.5,2.8704,19.884,758,1000
2057124602_4603,scientific_report,ok,189,84.6,0.6013,12.575,754,1000
2057322796_2837,scientific_report,ok,166,55.7,0.3444,3.108,754,1000
2057358024,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2057751669,scientific_report,ocr_below_gate,129,53.7,0.2394,14.051,754,1000
2058083660,scientific_report,ok,115,73.4,0.1464,4.216,1079,1000
2058090726,scientific_report,ocr_below_gate,77,36.8,0.2193,14.961,784,1000
2060538927,scientific_report,ok,320,74.0,0.6266,14.894,787,1000
2061977688_2061977692,scientific_report,ok,256,90.3,0.8686,29.18,733,1000
2062077993,scientific_report,ok,44,56.6,0.0983,0.833,720,1000
2062094004_2062094005,scientific_report,ok,131,66.9,0.2767,10.404,730,1000
2063601121,scientific_report,ok,305,91.7,0.9258,21.077,771,1000
2063813424,scientific_report,ok,479,81.4,0.592,29.32,754,1000
2064257228,scientific_report,ok,120,74.4,0.4261,9.526,754,1000
2064285327_5328,scientific_report,ok,159,90.0,0.5907,24.903,754,1000
2064385642_5647,scientific_report,ok,433,87.1,0.5089,26.614,754,1000
2065391161_1162,scientific_report,ok,361,89.2,0.6528,29.029,754,1000
2070747648_7649,scientific_report,ok,521,90.6,0.7607,26.762,754,1000
2071647135_7166,scientific_report,ok,396,83.1,0.5844,18.386,754,1000
2072151645_1650,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2072686310_6317,scientific_report,ok,368,92.1,1.2863,25.449,754,1000
2074407752,scientific_report,ok,201,71.0,0.4106,14.451,754,1000
2074407784,scientific_report,ok,183,61.4,0.5907,12.293,754,1000
2074885711_5714,scientific_report,ok,82,73.9,0.2282,3.265,754,1000
2075168849,scientific_report,ok,96,73.3,0.3231,1.583,754,1000
2075434531,scientific_report,ocr_below_gate,87,49.9,0.0968,1.003,754,1000
2075861358_1438,scientific_report,ocr_below_gate,95,34.0,0.2829,3.928,754,1000
2076060175_0177,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2076111001_1002,scientific_report,ocr_below_gate,231,50.0,0.5918,8.69,754,1000
2076635196,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2078144008_4010,scientific_report,ocr_below_gate,387,34.4,0.17,6.09,754,1000
2078455794,scientific_report,ok,117,62.1,0.0832,0.984,754,1000
2078569332_9371,scientific_report,ok,247,87.5,0.5944,23.614,754,1000
2078569516_9517,scientific_report,ok,327,89.5,0.3744,20.431,754,1000
2078638600,scientific_report,ok,122,62.5,0.1454,4.278,754,1000
2078638657_8658,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
