file,arm,peak,rawmax,meanprob,secs
2078186233a,reauthored,0.9259,0.9259,0.043677,3.3
2078186233a,reauth_ctrl,0.9180,0.9180,0.043292,3.1
2078193737,original,0.0000,0.5212,0.041817,3.5
2078193737,edited,0.0000,0.5043,0.041727,3.1
2078193737,reauthored,0.5496,0.5496,0.035910,3.2
2078193737,reauth_ctrl,0.5441,0.5441,0.035964,3.7
2078199131a,original,0.7937,0.7937,0.037444,3.6
2078199131a,edited,0.6385,0.6385,0.037468,3.3
2078199131a,reauthored,0.8856,0.8856,0.043184,4.2
2078199131a,reauth_ctrl,0.8769,0.8769,0.043331,4.1
2078199258b,original,0.5482,0.5482,0.043853,3.8
2078199258b,edited,0.0000,0.5309,0.043861,4.4
2078199258b,reauthored,0.8893,0.8893,0.044978,3.9
2078199258b,reauth_ctrl,0.9163,0.9163,0.045774,3.4
2078206713d,original,0.9781,0.9781,0.037159,3.3
2078206713d,edited,0.9752,0.9752,0.037139,3.3
2078206713d,reauthored,0.8815,0.8815,0.045107,4.9
2078206713d,reauth_ctrl,0.9303,0.9303,0.045492,2.9
2078207760,original,0.0000,0.5094,0.060923,3.1
2078207760,edited,0.0000,0.5135,0.060887,4.7
2078207760,reauthored,0.5481,0.5481,0.042085,3.1
2078207760,reauth_ctrl,0.5490,0.5490,0.042012,4.6
2078209404,original,0.5472,0.5472,0.036655,2.9
2078209404,edited,0.5512,0.5512,0.036566,3.2
2078209404,reauthored,0.9674,0.9674,0.035799,3.3
2078209404,reauth_ctrl,0.9651,0.9651,0.035762,3.2
2078306027,original,0.5484,0.5484,0.040782,3.1
2078306027,edited,0.5523,0.5523,0.040683,3.6
2078306027,reauthored,0.5879,0.5879,0.035767,3.0
2078306027,reauth_ctrl,0.5727,0.5727,0.035614,3.0
2078310297,original,0.5699,0.5699,0.035941,3.1
2078310297,edited,0.5688,0.5688,0.035900,3.1
2078310297,reauthored,0.9811,0.9811,0.035435,3.0
2078310297,reauth_ctrl,0.9783,0.9783,0.035372,3.2
2078313974,original,0.0000,0.4700,0.045545,3.8
2078313974,edited,0.0000,0.4698,0.046016,4.5
2078313974,reauthored,0.5683,0.5683,0.036474,3.5
2078313974,reauth_ctrl,0.5654,0.5654,0.036269,3.2
2078336987,original,0.0000,0.4915,0.040372,3.1
2078336987,edited,0.0000,0.4785,0.040207,4.3
2078336987,reauthored,0.5783,0.5783,0.036248,4.5
2078336987,reauth_ctrl,0.5757,0.5757,0.036296,2.8
2078379381a,original,0.5462,0.5462,0.048108,3.2
2078379381a,edited,0.5553,0.5553,0.048245,3.3
2078379381a,reauthored,0.9785,0.9785,0.044855,2.9
2078379381a,reauth_ctrl,0.9774,0.9774,0.044941,3.0
2078439651,original,0.9186,0.9186,0.040166,3.0
2078439651,edited,0.9221,0.9221,0.040194,2.9
2078439651,reauthored,0.6589,0.6589,0.034851,3.0
2078439651,reauth_ctrl,0.6589,0.6589,0.034773,3.0
2078445819,original,0.8978,0.8978,0.039257,2.9
2078445819,edited,0.9087,0.9087,0.039129,3.4
2078445819,reauthored,0.6165,0.6165,0.035041,2.9
2078445819,reauth_ctrl,0.6165,0.6165,0.034877,2.9
2078455794,original,0.8066,0.8066,0.040569,2.9
2078455794,edited,0.7987,0.7987,0.040573,2.9
2078455794,reauthored,0.6522,0.6522,0.035722,2.9
2078455794,reauth_ctrl,0.6522,0.6522,0.035639,4.1
2078460440,original,0.9324,0.9324,0.037350,2.7
2078460440,edited,0.9337,0.9337,0.037455,2.9
2078460440,reauthored,0.8514,0.8514,0.034415,3.1
2078460440,reauth_ctrl,0.8514,0.8514,0.034421,3.2
2078563452_3453,original,0.0000,0.5280,0.065450,3.0
2078563452_3453,edited,0.0000,0.5101,0.065541,3.2
2078563452_3453,reauthored,0.0000,0.3699,0.041625,2.9
2078563452_3453,reauth_ctrl,0.0000,0.3722,0.041437,2.9
2078569332_9371,original,0.0000,0.5168,0.057699,2.8
2078569332_9371,edited,0.0000,0.5227,0.057579,2.8
2078569332_9371,reauthored,0.0000,0.4398,0.040278,2.8
2078569332_9371,reauth_ctrl,0.0000,0.4456,0.039909,2.8
2078569516_9517,original,0.5413,0.5413,0.065663,2.8
2078569516_9517,edited,0.5561,0.5561,0.066038,3.0
2078569516_9517,reauthored,0.0000,0.4245,0.041454,2.8
2078569516_9517,reauth_ctrl,0.0000,0.4317,0.041408,2.8
2078584100,original,0.8763,0.8763,0.039361,2.8
2078584100,edited,0.8857,0.8857,0.039413,2.8
2078584100,reauthored,0.8417,0.8417,0.036899,2.8
2078584100,reauth_ctrl,0.8417,0.8417,0.035208,2.8
2078611247,original,0.0000,0.5262,0.052722,2.8
2078611247,edited,0.0000,0.5347,0.053025,2.7
2078611247,reauthored,0.0000,0.4514,0.040412,2.7
2078611247,reauth_ctrl,0.0000,0.4511,0.040942,2.8
2078637086_7087,original,0.5741,0.5741,0.047005,2.8
2078637086_7087,edited,0.5718,0.5718,0.046986,2.8
2078637086_7087,reauthored,0.8557,0.8557,0.039932,2.8
2078637086_7087,reauth_ctrl,0.9120,0.9120,0.046254,3.0
2078638600,original,0.6300,0.6300,0.042738,3.1
2078638600,edited,0.6130,0.6130,0.042706,2.9
2078638600,reauthored,0.9940,0.9940,0.043782,2.9
2078638600,reauth_ctrl,0.7265,0.7265,0.035063,3.0
2078712079,original,0.5555,0.5555,0.039266,2.9
2078712079,edited,0.5566,0.5566,0.039556,2.9
2078712079,reauthored,0.0000,0.5114,0.035223,2.9
2078712079,reauth_ctrl,0.6929,0.6929,0.036094,2.9
2078718785b,original,0.5550,0.5550,0.046957,2.9
2078718785b,edited,0.0000,0.5316,0.047980,2.9
2078718785b,reauthored,0.9836,0.9836,0.042656,2.9
2078718785b,reauth_ctrl,0.9990,0.9990,0.039955,3.1
2078738415,original,0.5381,0.5381,0.040577,2.9
2078738415,edited,0.5358,0.5358,0.040669,2.8
2078738415,reauthored,0.7871,0.7871,0.038747,2.9
2078738415,reauth_ctrl,0.8476,0.8476,0.038292,2.8
2078738426,original,0.0000,0.4971,0.039516,2.9
2078738426,edited,0.0000,0.4915,0.039559,2.9
2078738426,reauthored,0.6752,0.6752,0.035692,2.9
2078738426,reauth_ctrl,0.6666,0.6666,0.035722,2.9
2078776378,original,0.0000,0.5097,0.037759,2.9
2078776378,edited,0.0000,0.5166,0.037853,2.9
2078776378,reauthored,0.0000,0.2342,0.034386,2.9
2078776378,reauth_ctrl,0.0000,0.2199,0.034371,2.8
2078778038,original,0.0000,0.5030,0.040939,3.0
2078778038,edited,0.0000,0.5059,0.040997,2.9
2078778038,reauthored,0.6290,0.6290,0.036261,2.9
2078778038,reauth_ctrl,0.5689,0.5689,0.037016,3.0
2078791283,original,0.5691,0.5691,0.037028,2.9
2078791283,edited,0.5743,0.5743,0.037062,3.1
2078791283,reauthored,0.6121,0.6121,0.034695,2.8
2078791283,reauth_ctrl,0.6037,0.6037,0.035352,2.9
2078829415,original,0.0000,0.4191,0.048704,2.9
2078829415,edited,0.0000,0.4151,0.048622,2.9
2078829415,reauthored,0.0000,0.4558,0.037620,2.9
2078829415,reauth_ctrl,0.0000,0.4687,0.037349,2.9
2078868211,original,0.5650,0.5650,0.036773,3.0
2078868211,edited,0.5644,0.5644,0.036847,3.0
2078868211,reauthored,0.5814,0.5814,0.034399,2.9
2078868211,reauth_ctrl,0.5804,0.5804,0.034236,3.0
2078870222,original,0.5561,0.5561,0.043002,2.9
2078870222,edited,0.5512,0.5512,0.043141,2.9
2078870222,reauthored,0.9400,0.9400,0.035874,2.9
2078870222,reauth_ctrl,0.9380,0.9380,0.035784,2.9
2078873173,original,0.6179,0.6179,0.038028,2.9
2078873173,edited,0.6192,0.6192,0.038058,2.9
2078873173,reauthored,0.5844,0.5844,0.034641,3.0
2078873173,reauth_ctrl,0.5814,0.5814,0.034576,2.9
2078874498,original,0.5298,0.5298,0.037561,2.9
2078874498,edited,0.5275,0.5275,0.037763,2.9
2078874498,reauthored,0.5285,0.5505,0.034341,2.9
2078874498,reauth_ctrl,0.0000,0.5279,0.034153,2.9
2078875030,original,0.0000,0.4751,0.044986,3.0
2078875030,edited,0.0000,0.4773,0.044770,2.9
2078875030,reauthored,0.0000,0.5261,0.037878,2.8
2078875030,reauth_ctrl,0.6255,0.6255,0.035741,2.8
2078876592,original,0.0000,0.4864,0.045785,2.8
2078876592,edited,0.0000,0.4926,0.045934,2.8
2078876592,reauthored,0.6467,0.6467,0.037058,2.8
2078876592,reauth_ctrl,0.6457,0.6457,0.037084,2.9
2080024502,original,0.5561,0.5561,0.053628,3.1
2080024502,edited,0.5471,0.5471,0.053544,2.8
2080024502,reauthored,0.9614,0.9614,0.051461,2.9
2080024502,reauth_ctrl,0.9627,0.9627,0.050831,2.8
2080192488_2489,original,0.5539,0.5539,0.066301,2.8
2080192488_2489,edited,0.5532,0.5532,0.066309,3.0
2080192488_2489,reauthored,0.9655,0.9655,0.047316,2.8
2080192488_2489,reauth_ctrl,0.9777,0.9777,0.047604,2.8
2080199276a_9277,original,0.5537,0.5537,0.059265,2.8
2080199276a_9277,edited,0.5360,0.5360,0.059458,2.8
2080199276a_9277,reauthored,0.7087,0.7087,0.041168,2.8
2080199276a_9277,reauth_ctrl,0.8686,0.8686,0.043528,2.8
2080436359b_6360,original,0.0000,0.4751,0.041627,2.8
2080436359b_6360,edited,0.0000,0.4849,0.041762,2.8
2080436359b_6360,reauthored,0.9584,0.9584,0.046980,2.8
2080436359b_6360,reauth_ctrl,0.9504,0.9504,0.048416,2.8
2080464525,original,0.0000,0.5213,0.062302,2.8
2080464525,edited,0.5347,0.5347,0.062557,2.9
2080464525,reauthored,0.9523,0.9523,0.055353,2.8
2080464525,reauth_ctrl,0.9122,0.9122,0.056558,2.8
2080475727,original,0.7974,0.7974,0.051235,2.8
2080475727,edited,0.7793,0.7793,0.050922,2.8
2080475727,reauthored,0.9968,0.9968,0.044689,2.8
2080475727,reauth_ctrl,0.9975,0.9975,0.045141,2.7
2080787169,original,0.0000,0.5120,0.041261,2.8
2080787169,edited,0.0000,0.5229,0.041759,2.7
2080787169,reauthored,0.6251,0.6251,0.036214,2.7
2080787169,reauth_ctrl,0.6302,0.6302,0.038391,2.9
2080843299,original,0.0000,0.4916,0.040563,2.8
2080843299,edited,0.0000,0.4883,0.040549,2.8
2080843299,reauthored,0.9829,0.9829,0.038226,2.7
2080843299,reauth_ctrl,0.9591,0.9591,0.038167,2.7
2080920004a,original,0.0000,0.4751,0.049301,2.7
2080920004a,edited,0.0000,0.4110,0.049193,2.7
2080920004a,reauthored,0.9151,0.9151,0.046176,2.7
2080920004a,reauth_ctrl,0.9268,0.9268,0.046787,2.8
2080958385,original,0.0000,0.4659,0.052852,2.7
2080958385,edited,0.0000,0.4780,0.052907,2.8
2080958385,reauthored,0.9444,0.9444,0.049368,2.7
2080958385,reauth_ctrl,0.9757,0.9757,0.052648,2.7
2081149382,original,0.5270,0.5270,0.057333,2.7
2081149382,edited,0.0000,0.5190,0.057258,2.7
2081149382,reauthored,0.8766,0.8766,0.046391,2.7
2081149382,reauth_ctrl,0.9176,0.9176,0.047249,2.8
2081172407a,original,0.0000,0.5171,0.058366,2.7
2081172407a,edited,0.0000,0.5034,0.058436,2.7
2081172407a,reauthored,0.9305,0.9305,0.048304,2.8
2081172407a,reauth_ctrl,0.7503,0.7503,0.048159,2.7
2081183829c_3830,original,0.5523,0.5523,0.043103,2.7
2081183829c_3830,edited,0.5537,0.5537,0.043147,2.7
2081183829c_3830,reauthored,0.5763,0.5763,0.040012,2.7
2081183829c_3830,reauth_ctrl,0.5822,0.5822,0.039441,2.7
2081484345,original,0.5457,0.5540,0.040409,2.7
2081484345,edited,0.5484,0.5518,0.040599,2.6
2081484345,reauthored,0.9365,0.9365,0.039900,2.6
2081484345,reauth_ctrl,0.5871,0.5871,0.035093,2.8
2081493039b,original,0.8161,0.8161,0.036930,2.8
2081493039b,edited,0.8377,0.8377,0.036977,3.1
2081493039b,reauthored,0.8864,0.8864,0.044715,3.2
2081493039b,reauth_ctrl,0.8885,0.8885,0.044736,2.8
2081502580,original,0.6399,0.6399,0.036188,2.9
2081502580,edited,0.6380,0.6380,0.036164,2.8
2081502580,reauthored,0.5941,0.5941,0.034405,2.9
2081502580,reauth_ctrl,0.5945,0.5945,0.034512,2.7
2081505304,original,0.0000,0.4049,0.044042,3.0
2081505304,edited,0.0000,0.4180,0.043873,2.6
2081505304,reauthored,0.8908,0.8908,0.037341,2.9
2081505304,reauth_ctrl,0.7848,0.7848,0.036839,2.8
2081783158_3166,original,0.0000,0.4953,0.067169,2.7
2081783158_3166,edited,0.0000,0.4904,0.067060,3.6
2081783158_3166,reauthored,0.9664,0.9664,0.046870,2.7
2081783158_3166,reauth_ctrl,0.9672,0.9672,0.047310,2.9
2081977143,original,0.6882,0.6882,0.040741,3.6
2081977143,edited,0.6879,0.6879,0.040776,6.2
2081977143,reauthored,0.8870,0.8870,0.044844,3.1
2081977143,reauth_ctrl,0.9024,0.9024,0.046668,2.8
2081995794b,original,0.5494,0.5494,0.036248,2.8
2081995794b,edited,0.5515,0.5515,0.036336,3.5
2081995794b,reauthored,0.9744,0.9744,0.045843,2.8
2081995794b,reauth_ctrl,0.9625,0.9625,0.044950,3.0
2082058850a,original,0.6476,0.6476,0.038651,2.9
2082058850a,edited,0.6435,0.6435,0.038694,2.8
2082058850a,reauthored,0.9335,0.9335,0.046131,2.7
2082058850a,reauth_ctrl,0.9335,0.9335,0.045697,3.1
2082066425a,original,0.5993,0.5993,0.042864,2.8
2082066425a,edited,0.5968,0.5968,0.042740,2.8
2082066425a,reauthored,0.5278,0.5278,0.042131,2.8
2082066425a,reauth_ctrl,0.6358,0.6358,0.042444,2.8
2082108151,original,0.0000,0.5077,0.039333,2.8
2082108151,edited,0.0000,0.4849,0.039375,2.8
2082108151,reauthored,0.5518,0.5518,0.037238,2.8
2082108151,reauth_ctrl,0.5443,0.5443,0.036058,2.8
2082197125,original,0.5628,0.5628,0.045849,2.8
2082197125,edited,0.5743,0.5743,0.046261,2.8
2082197125,reauthored,0.5823,0.5823,0.036877,2.9
2082197125,reauth_ctrl,0.5845,0.5845,0.036790,2.8
2082424994,original,0.0000,0.4796,0.059832,5.1
2082424994,edited,0.0000,0.4805,0.059763,4.7
2082424994,reauthored,0.9512,0.9512,0.050364,6.2
2082424994,reauth_ctrl,0.9464,0.9464,0.049873,5.8
2082697943,original,0.0000,0.5133,0.051327,6.0
2082697943,edited,0.0000,0.5077,0.051206,5.9
2082697943,reauthored,0.9857,0.9857,0.049453,5.8
2082697943,reauth_ctrl,0.9974,0.9974,0.043034,5.8
2082713618b,original,0.0000,0.5033,0.043916,5.7
2082713618b,edited,0.0000,0.4981,0.043987,5.8
2082713618b,reauthored,0.9817,0.9817,0.045511,5.7
2082713618b,reauth_ctrl,0.9338,0.9338,0.042833,5.7
2082835153c,original,0.0000,0.5248,0.041242,5.7
2082835153c,edited,0.5338,0.5338,0.041352,5.7
2082835153c,reauthored,0.8997,0.8997,0.042168,5.8
2082835153c,reauth_ctrl,0.6880,0.6880,0.040969,5.8
2082919511a,original,0.5734,0.5734,0.045929,6.7
2082919511a,edited,0.5664,0.5664,0.045796,5.8
2082919511a,reauthored,0.8693,0.8693,0.044015,6.4
2082919511a,reauth_ctrl,0.8553,0.8553,0.043858,5.9
2082921074a,original,0.5678,0.5678,0.043043,5.0
2082921074a,edited,0.5725,0.5725,0.043297,2.7
2082921074a,reauthored,0.8875,0.8875,0.044636,2.7
2082921074a,reauth_ctrl,0.8920,0.8920,0.045268,2.7
2082981534c,original,0.7926,0.7926,0.037694,2.7
2082981534c,edited,0.7512,0.7512,0.037739,2.7
2082981534c,reauthored,0.9105,0.9105,0.045173,3.0
2082981534c,reauth_ctrl,0.8135,0.8135,0.044999,3.1
2083183184a,original,0.5308,0.5308,0.046014,3.4
2083183184a,edited,0.0000,0.5277,0.046065,3.0
2083183184a,reauthored,0.9577,0.9577,0.044793,2.6
2083183184a,reauth_ctrl,0.9513,0.9513,0.044610,2.6
2083291895b_1896,original,0.0000,0.4254,0.044393,2.7
2083291895b_1896,edited,0.0000,0.4255,0.044346,2.7
2083291895b_1896,reauthored,0.9992,0.9992,0.042727,2.6
2083291895b_1896,reauth_ctrl,0.9991,0.9991,0.042817,2.6
2083292422a,original,0.5398,0.5398,0.037579,2.9
2083292422a,edited,0.5466,0.5466,0.038276,2.7
2083292422a,reauthored,0.9798,0.9798,0.045669,2.6
2083292422a,reauth_ctrl,0.9312,0.9312,0.043194,2.7
2083318286a,original,0.5486,0.5486,0.037860,2.7
2083318286a,edited,0.5439,0.5439,0.037645,2.7
2083318286a,reauthored,0.9646,0.9646,0.045685,2.7
2083318286a,reauth_ctrl,0.9799,0.9799,0.045264,2.9
2083318705a,original,0.0000,0.5440,0.040728,5.0
2083318705a,edited,0.0000,0.5375,0.041276,2.8
2083318705a,reauthored,0.9288,0.9288,0.044375,2.7
2083318705a,reauth_ctrl,0.9202,0.9202,0.043854,2.7
2083319555a,original,0.5738,0.5738,0.038345,2.7
2083319555a,edited,0.5792,0.5792,0.038368,2.8
2083319555a,reauthored,0.9661,0.9661,0.045646,2.8
2083319555a,reauth_ctrl,0.9662,0.9662,0.045669,2.7
2083397497,original,0.5410,0.5410,0.047706,2.7
2083397497,edited,0.5267,0.5267,0.047724,5.0
2083397497,reauthored,0.9606,0.9606,0.047252,2.9
2083397497,reauth_ctrl,0.9775,0.9775,0.048552,2.9
2083634643c,original,0.0000,0.4841,0.039155,3.9
2083634643c,edited,0.0000,0.4643,0.039055,2.8
2083634643c,reauthored,0.9553,0.9553,0.046568,3.1
2083634643c,reauth_ctrl,0.9386,0.9386,0.045779,3.0
2083647354a,original,0.5692,0.5692,0.038112,2.9
2083647354a,edited,0.5629,0.5629,0.038469,2.9
2083647354a,reauthored,0.8449,0.8449,0.044767,3.6
2083647354a,reauth_ctrl,0.8656,0.8656,0.045272,2.9
2083647591b,original,0.5785,0.5785,0.038191,2.9
2083647591b,edited,0.5689,0.5689,0.038317,2.9
2083647591b,reauthored,0.9355,0.9355,0.047540,3.0
2083647591b,reauth_ctrl,0.9296,0.9296,0.046778,3.7
2083647735c,original,0.6917,0.6917,0.039616,3.7
2083647735c,edited,0.6937,0.6937,0.039747,3.5
2083647735c,reauthored,0.9612,0.9612,0.044918,3.5
2083647735c,reauth_ctrl,0.9411,0.9411,0.044280,3.5
2083648056b,original,0.6554,0.6554,0.036888,3.0
2083648056b,edited,0.6466,0.6466,0.037014,3.0
2083648056b,reauthored,0.9756,0.9756,0.046686,3.1
2083648056b,reauth_ctrl,0.9659,0.9659,0.046333,3.2
2083648404a,original,0.5810,0.5810,0.038129,3.3
2083648404a,edited,0.5790,0.5790,0.038202,3.5
2083648404a,reauthored,0.9592,0.9592,0.046705,3.6
2083648404a,reauth_ctrl,0.9592,0.9592,0.046697,3.7
2083813274,original,0.5571,0.5571,0.051225,3.4
2083813274,edited,0.5621,0.5621,0.051575,3.9
2083813274,reauthored,0.7596,0.7596,0.047006,4.4
2083813274,reauth_ctrl,0.7714,0.7714,0.050735,4.3
2083838624,original,0.0000,0.5024,0.051408,3.4
2083838624,edited,0.0000,0.4967,0.051603,3.8
2083838624,reauthored,0.9402,0.9402,0.055265,3.6
2083838624,reauth_ctrl,0.9949,0.9949,0.053581,3.8
2084054554a,original,0.0000,0.5051,0.052752,4.6
2084054554a,edited,0.0000,0.5018,0.052907,5.2
2084054554a,reauthored,0.8698,0.8698,0.046130,4.5
2084054554a,reauth_ctrl,0.8462,0.8462,0.045715,4.1
2084085291,original,0.5743,0.5743,0.051135,3.4
2084085291,edited,0.5621,0.5621,0.051132,5.5
2084085291,reauthored,0.9583,0.9583,0.055037,5.5
2084085291,reauth_ctrl,0.9028,0.9028,0.052298,4.7
2084090727,original,0.6233,0.6233,0.047480,5.8
2084090727,edited,0.6220,0.6220,0.047341,5.8
2084090727,reauthored,0.9908,0.9908,0.057360,3.9
2084090727,reauth_ctrl,0.9867,0.9867,0.054943,4.5
2084342625,original,0.5813,0.5813,0.051938,4.0
2084342625,edited,0.6222,0.6222,0.052107,4.0
2084342625,reauthored,0.9676,0.9676,0.053296,3.8
2084342625,reauth_ctrl,0.9037,0.9037,0.047903,4.2
2084384404_4405,original,0.0000,0.4359,0.052592,6.2
2084384404_4405,edited,0.0000,0.4487,0.052702,4.2
2084384404_4405,reauthored,0.9731,0.9731,0.044942,3.8
2084384404_4405,reauth_ctrl,0.9681,0.9681,0.045826,3.8
2084609948,original,0.0000,0.4958,0.046440,4.1
2084609948,edited,0.0000,0.4946,0.046419,3.7
2084609948,reauthored,0.7409,0.7409,0.044823,4.4
2084609948,reauth_ctrl,0.7626,0.7626,0.046133,4.1
2085365349,original,0.9698,0.9698,0.058456,4.3
2085365349,edited,0.9730,0.9730,0.058616,3.8
2085365349,reauthored,0.9557,0.9557,0.049033,5.3
2085365349,reauth_ctrl,0.9562,0.9562,0.048586,4.3
2086078706,original,0.5821,0.5821,0.046184,4.3
2086078706,edited,0.5915,0.5915,0.046224,4.3
2086078706,reauthored,0.9686,0.9686,0.049460,5.0
2086078706,reauth_ctrl,0.9690,0.9690,0.049488,3.8
2086079145,original,0.5448,0.5448,0.050386,3.9
2086079145,edited,0.5382,0.5382,0.050293,4.1
2086079145,reauthored,0.9503,0.9503,0.048804,3.6
2086079145,reauth_ctrl,0.9445,0.9445,0.046844,3.6
2086080681,original,0.5469,0.5469,0.056266,4.2
2086080681,edited,0.5376,0.5376,0.056380,3.4
2086080681,reauthored,0.6024,0.6024,0.046638,3.6
2086080681,reauth_ctrl,0.8600,0.8600,0.052666,3.5
2086086547,original,0.5463,0.5463,0.055991,3.4
2086086547,edited,0.5539,0.5539,0.055889,3.5
2086086547,reauthored,0.7891,0.7891,0.054380,3.7
2086086547,reauth_ctrl,0.8257,0.8257,0.053748,3.4
24011264,original,0.5829,0.5829,0.049767,3.6
24011264,edited,0.5741,0.5741,0.049911,3.6
24011264,reauthored,0.7021,0.7021,0.040916,3.6
24011264,reauth_ctrl,0.9468,0.9468,0.040454,4.1
2500053972,original,0.5618,0.5618,0.045431,3.6
2500053972,edited,0.5611,0.5611,0.045417,3.7
2500053972,reauthored,0.9696,0.9696,0.048744,3.6
2500053972,reauth_ctrl,0.9455,0.9455,0.048772,3.7
2501123498_2501123500,original,0.5629,0.5629,0.052726,3.5
2501123498_2501123500,edited,0.5638,0.5638,0.052472,3.5
2501123498_2501123500,reauthored,0.0000,0.4657,0.038215,3.6
2501123498_2501123500,reauth_ctrl,0.0000,0.4751,0.038338,3.3
2501277134_2501277135,original,0.5505,0.5505,0.051436,3.3
2501277134_2501277135,edited,0.5483,0.5483,0.051527,3.3
2501277134_2501277135,reauthored,0.9411,0.9411,0.042907,3.2
2501277134_2501277135,reauth_ctrl,0.9393,0.9393,0.043054,3.9
2501335075,original,0.0000,0.5100,0.043412,3.5
2501335075,edited,0.5225,0.5342,0.043493,3.3
2501335075,reauthored,0.8359,0.8359,0.039002,3.5
2501335075,reauth_ctrl,0.7501,0.7501,0.038645,3.4
2501368941_2501368955,original,0.5507,0.5507,0.041306,3.2
2501368941_2501368955,edited,0.5542,0.5722,0.041436,4.6
2501368941_2501368955,reauthored,0.9375,0.9375,0.048361,3.5
2501368941_2501368955,reauth_ctrl,0.9458,0.9458,0.049956,3.6
2501410359,original,0.0000,0.5001,0.060962,3.6
2501410359,edited,0.0000,0.5106,0.061116,4.2
2501410359,reauthored,0.9975,0.9975,0.042893,4.0
2501410359,reauth_ctrl,0.9975,0.9975,0.041981,4.0
2501464853,original,0.0000,0.5017,0.048756,3.9
2501464853,edited,0.0000,0.4752,0.049114,3.4
2501464853,reauthored,0.9846,0.9846,0.048730,3.5
2501464853,reauth_ctrl,0.9720,0.9720,0.050237,3.8
2501485188,original,0.0000,0.5093,0.057672,3.5
2501485188,edited,0.0000,0.4724,0.057534,4.0
2501485188,reauthored,0.0000,0.4630,0.041440,4.1
2501485188,reauth_ctrl,0.0000,0.4990,0.041859,4.7
2501630202_2501630214,original,0.5487,0.5487,0.046214,4.7
2501630202_2501630214,edited,0.5325,0.5325,0.046296,6.8
2501630202_2501630214,reauthored,0.6679,0.6679,0.047029,7.7
2501630202_2501630214,reauth_ctrl,0.6018,0.6018,0.044842,7.0
2501639088,original,0.5416,0.5416,0.043821,5.4
2501639088,edited,0.5523,0.5523,0.043835,4.7
2501639088,reauthored,0.6721,0.6721,0.043360,5.4
2501639088,reauth_ctrl,0.6722,0.6722,0.043506,4.5
2501669056,original,0.6094,0.6094,0.039463,4.3
2501669056,edited,0.5960,0.5960,0.039623,5.0
2501669056,reauthored,0.6259,0.6259,0.039588,4.8
2501669056,reauth_ctrl,0.8490,0.8490,0.041134,5.6
2501669767,original,0.5967,0.5967,0.039692,5.0
2501669767,edited,0.5991,0.5991,0.039729,6.2
2501669767,reauthored,0.5764,0.5764,0.037174,4.8
2501669767,reauth_ctrl,0.5738,0.5738,0.037631,4.1
2501743261_3262,original,0.0000,0.5123,0.054536,4.1
2501743261_3262,edited,0.0000,0.5235,0.055030,3.7
2501743261_3262,reauthored,0.9660,0.9660,0.045289,3.7
2501743261_3262,reauth_ctrl,0.9675,0.9675,0.045600,4.2
2501761045_1090,original,0.0000,0.5005,0.043016,5.5
2501761045_1090,edited,0.0000,0.5058,0.042827,4.8
2501761045_1090,reauthored,0.9311,0.9311,0.047751,5.4
2501761045_1090,reauth_ctrl,0.9342,0.9342,0.048315,4.3
2501768589_8611,original,0.5665,0.5665,0.054544,4.5
2501768589_8611,edited,0.5725,0.5725,0.055189,4.7
2501768589_8611,reauthored,0.8711,0.8711,0.044980,5.7
2501768589_8611,reauth_ctrl,0.7940,0.7940,0.045076,4.0
2502024746_4775,original,0.5345,0.5345,0.045810,5.1
2502024746_4775,edited,0.5277,0.5277,0.045290,3.3
2502024746_4775,reauthored,0.7248,0.7248,0.047912,3.8
2502024746_4775,reauth_ctrl,0.8340,0.8340,0.047887,3.4
2502174466,original,0.5416,0.5423,0.046415,3.1
2502174466,edited,0.5350,0.5350,0.046539,3.7
2502174466,reauthored,0.8772,0.8772,0.045725,3.9
2502174466,reauth_ctrl,0.9691,0.9691,0.047240,3.4
2503000390,original,0.5342,0.5426,0.047926,4.4
2503000390,edited,0.0000,0.5294,0.047969,4.2
2503000390,reauthored,0.7143,0.7143,0.048302,4.3
2503000390,reauth_ctrl,0.7080,0.7080,0.047929,3.7
2504027415,original,0.0000,0.4849,0.053232,3.0
2504027415,edited,0.0000,0.4859,0.053356,3.9
2504027415,reauthored,0.8557,0.8557,0.048999,3.4
2504027415,reauth_ctrl,0.8635,0.8635,0.048572,3.0
2504040564_2504040566,original,0.0000,0.4840,0.063740,3.3
2504040564_2504040566,edited,0.0000,0.4917,0.063542,3.6
2504040564_2504040566,reauthored,0.9491,0.9491,0.052957,2.9
2504040564_2504040566,reauth_ctrl,0.9489,0.9489,0.050706,3.5
2505103251,original,0.5675,0.5675,0.043105,3.8
2505103251,edited,0.5607,0.5607,0.042948,3.1
2505103251,reauthored,0.9760,0.9760,0.047546,3.4
2505103251,reauth_ctrl,0.9756,0.9756,0.047470,3.5
2505106979,original,0.0000,0.5035,0.046110,3.5
2505106979,edited,0.0000,0.4997,0.046143,3.7
2505106979,reauthored,0.0000,0.4004,0.036529,3.1
2505106979,reauth_ctrl,0.0000,0.4004,0.036397,3.4
2505118265,original,0.8410,0.8410,0.057062,3.6
2505118265,edited,0.7344,0.7344,0.056993,4.1
2505118265,reauthored,0.7067,0.7067,0.046575,4.1
2505118265,reauth_ctrl,0.6212,0.6212,0.044506,3.7
2505123021,original,0.0000,0.5078,0.055527,3.7
2505123021,edited,0.0000,0.5120,0.055585,3.6
